Ticker,Name,Market Cap,Sector,Industry
KNI.AX,KUNIKO FPO [KNI],14750780,Basic Materials,Other Industrial Metals & Mining
KNM.AX,"KNM.AX,0P00006WO5,0",N/A,N/A,N/A
KNO.AX,KNOSYS FPO [KNO],9077838,Technology,Software - Infrastructure
KOB.AX,KOBARES FPO [KOB],12050712,Basic Materials,Other Precious Metals & Mining
KOR.AX,KORAB RES FPO [KOR],2936400,Basic Materials,Other Industrial Metals & Mining
KOV.AX,KORVEST FPO [KOV],125736768,Industrials,Metal Fabrication
KP2.AX,KORE CDI 1:1 [KP2],213429872,Basic Materials,Other Industrial Metals & Mining
KPG.AX,KELLYPRTNR FPO [KPG],459838464,Industrials,Specialty Business Services
KPO.AX,KALINA FPO [KPO],27399900,Utilities,Utilities - Diversified
KRM.AX,KINGSROSE FPO [KRM],26373444,Basic Materials,Other Industrial Metals & Mining
KRR.AX,KING RIVER FPO [KRR],21395082,Basic Materials,Other Industrial Metals & Mining
KSC.AX,K & S CORP FPO [KSC],492656352,Industrials,Integrated Freight & Logistics
KSL.AX,KINA FPO [KSL],318183648,Financial Services,Financial Conglomerates
KSN.AX,KINGSTON FPO [KSN],61127840,Basic Materials,Gold
KTA.AX,KRAKATOA FPO [KTA],5311206,Basic Materials,Gold
KTG.AX,"KTG.AX,0P0000X4QQ,0",N/A,N/A,N/A
KYP.AX,KINATICO FPO [KYP],61357068,Technology,Information Technology Services
KZR.AX,KALAMAZOO FPO [KZR],16262720,Basic Materials,Gold
L1M.AX,LIGHTNING FPO [L1M],7646272,Basic Materials,Other Industrial Metals & Mining
LAM.AX,LARAMIDE CDI 1:1 [LAM],187054496,Energy,Uranium
LAT.AX,LAT FPO [LAT],8225306,N/A,N/A
LAU.AX,LINDSAY AU FPO [LAU],277059200,Industrials,Trucking
LAW.AX,"LAW.AX,0P00006Y7P,0",N/A,N/A,N/A
LBL.AX,LASERBOND FPO [LBL],66879240,Industrials,Specialty Industrial Machinery
LCE.AX,LOND CITY FPO [LCE],26295612,Financial Services,Asset Management
LCL.AX,LCLRESOURC FPO [LCL],10753289,Basic Materials,Other Precious Metals & Mining
LCY.AX,LEGACYIRON FPO [LCY],87858352,Basic Materials,Other Industrial Metals & Mining
LDR.AX,LDRESOURCE FPO [LDR],15531264,Basic Materials,Other Precious Metals & Mining
LDX.AX,LUMOS FPO [LDX],28443874,Healthcare,Medical Devices
LEG.AX,LEGEND FPO [LEG],32004280,Basic Materials,Other Industrial Metals & Mining
LEL.AX,LITHENERGY FPO [LEL],41440740,Basic Materials,Other Industrial Metals & Mining
LEX.AX,LEFROYEXP FPO [LEX],16385722,Basic Materials,Other Industrial Metals & Mining
LFG.AX,LIBERTY FG STAPLED [LFG],1047420032,Financial Services,Credit Services
LFS.AX,LATGROUP FPO [LFS],1195632000,Financial Services,Credit Services
LGI.AX,LGILIMITED FPO [LGI],256657440,Utilities,Utilities - Renewable
LGL.AX,LYNCHGROUP FPO [LGL],242301008,Consumer Defensive,Farm Products
LGM.AX,LEGACY MIN FPO [LGM],18059314,Basic Materials,Other Industrial Metals & Mining
LGP.AX,LITTLEGRN FPO [LGP],37859124,Healthcare,Drug Manufacturers - Specialty & Generic
LHM.AX,"LHM.AX,0P00006XUH,0",N/A,N/A,N/A
LIC.AX,LIFESTYLE FPO [LIC],1050616192,Real Estate,Real Estate - Diversified
LIN.AX,LINDIAN FPO [LIN],104915720,Basic Materials,Other Industrial Metals & Mining
LIO.AX,LION ENE FPO [LIO],8591192,Energy,Oil & Gas E&P
LIS.AX,LISENERGY FPO [LIS],89628000,Industrials,Electrical Equipment & Parts
LIT.AX,LIVIUMLTD FPO [LIT],21440160,Industrials,Waste Management
LKE.AX,LAKE RES FPO [LKE],70966800,Basic Materials,Other Industrial Metals & Mining
LKO.AX,"LKO.AX,0P00006WNA,0",N/A,N/A,N/A
LKY.AX,LOCKSLEY FPO [LKY],2200005,Basic Materials,Other Precious Metals & Mining
LLC.AX,LEND LEASE STAPLED [LLC],4250689280,Real Estate,Real Estate - Diversified
LLI.AX,LOYALLITH FPO [LLI],12890130,Basic Materials,Other Industrial Metals & Mining
LLL.AX,"LLL.AX,0P0001P9KA,0",N/A,N/A,N/A
LM1.AX,LEEUWIN FPO [LM1],7602996,Basic Materials,Other Industrial Metals & Mining
LM8.AX,LUNNONMET FPO [LM8],46331880,Basic Materials,Other Industrial Metals & Mining
LMG.AX,LATROBE FPO [LMG],37576640,Basic Materials,Other Industrial Metals & Mining
LML.AX,LINCOLN FPO [LML],12337560,Basic Materials,Other Industrial Metals & Mining
LMS.AX,LITCHFIELD FPO [LMS],3540380,Basic Materials,Other Precious Metals & Mining
LNR.AX,LANTHANEIN FPO [LNR],4887280,Basic Materials,Other Industrial Metals & Mining
LNU.AX,LINIUSTECH FPO [LNU],6151220,Technology,Software - Application
LNW.AX,LIGHT & WO CDI 1:1 [LNW],12125557760,Consumer Cyclical,Gambling
LOM.AX,LUCAPA FPO [LOM],6005519,Basic Materials,Other Precious Metals & Mining
LOT.AX,LOTUSRES FPO [LOT],519783008,Basic Materials,Other Industrial Metals & Mining
LOV.AX,LOVISA FPO [LOV],2880830464,Consumer Cyclical,Specialty Retail
LPD.AX,LEPIDICO FPO [LPD],17178382,Basic Materials,Other Industrial Metals & Mining
LPE.AX,LPEHOLDING FPO [LPE],27328652,Utilities,Utilities - Regulated Electric
LPM.AX,LITHPLUS FPO [LPM],12088440,Basic Materials,Other Industrial Metals & Mining
LRD.AX,LORDRES FPO [LRD],1683590,Basic Materials,Other Industrial Metals & Mining
LRK.AX,LARKDCL FPO [LRK],121208848,Consumer Defensive,Beverages - Wineries & Distilleries
LRL.AX,LABYRINTH FPO [LRL],142645728,Basic Materials,Gold
LRS.AX,LATRES FPO [LRS],434840096,Basic Materials,Other Industrial Metals & Mining
LRT.AX,LOWELL RES UNITS [LRT],45518660,Financial Services,Asset Management
LRV.AX,LARVOTTO FPO [LRV],294201952,Basic Materials,Other Precious Metals & Mining
LSA.AX,LACHLAN FPO [LSA],14144088,Basic Materials,Other Industrial Metals & Mining
LSF.AX,L1 LS FUND FPO [LSF],1851429760,Financial Services,Asset Management
LSR.AX,LODESTAR FPO [LSR],2517021,Basic Materials,Gold
LSX.AX,LION SELCT FPO [LSX],75515792,Basic Materials,Gold
LTM.AX,ARCADIUM CDI 1:1 [LTM],9832280064,Financial Services,Shell Companies
LTP.AX,LTR PHARMA FPO [LTP],130304168,Healthcare,Biotechnology
LTR.AX,LIONTOWN FPO [LTR],1346768512,Basic Materials,Other Industrial Metals & Mining
LU7.AX,LITHIUMUNI FPO [LU7],9098819,Basic Materials,Other Industrial Metals & Mining
LV1.AX,LIVEVLIM FPO [LV1],136667520,Healthcare,Drug Manufacturers - Specialty & Generic
LVE.AX,LOVEGROUP FPO [LVE],5674788,Communication Services,Internet Content & Information
LVH.AX,LIVEHIRE FPO [LVH],21169936,Technology,Software - Application
LYC.AX,LYNAS FPO [LYC],6533678592,Basic Materials,Other Industrial Metals & Mining
LYK.AX,LYKOSMETAL FPO [LYK],1883560,Basic Materials,Other Industrial Metals & Mining
LYL.AX,LYCOPODIUM FPO [LYL],424425344,Industrials,Engineering & Construction
LYN.AX,LYCAON FPO [LYN],9007416,Basic Materials,Other Precious Metals & Mining
M24.AX,MAMBALTD FPO [M24],3054441,Basic Materials,Other Industrial Metals & Mining
M2M.AX,MTMALCOLM FPO [M2M],6524304,Basic Materials,Gold
M2R.AX,MIRAMAR FPO [M2R],1587292,Basic Materials,Other Industrial Metals & Mining
M3M.AX,M3MINING FPO [M3M],3184605,Basic Materials,Other Precious Metals & Mining
M4M.AX,MACRO FPO [M4M],56056200,Basic Materials,Steel
M7T.AX,MACH7 FPO [M7T],82021936,Healthcare,Health Information Services
M8S.AX,"M8S.AX,0P0001IVSK,0",N/A,N/A,N/A
MAC.AX,MACCOPPER CDI 1:1 [MAC],1384965120,Basic Materials,Copper
MAD.AX,MADERGROUP FPO [MAD],1261718784,Industrials,Specialty Business Services
MAF.AX,MA FIN GRP FPO [MAF],1086244608,Financial Services,Asset Management
MAG.AX,MAGMATIC FPO [MAG],21269602,Basic Materials,Gold
MAH.AX,MACMAHON FPO [MAH],700371776,Basic Materials,Other Industrial Metals & Mining
MAM.AX,MICROASSET FPO [MAM],76305376,Financial Services,Asset Management
MAN.AX,MANDRK RES FPO [MAN],15054241,Basic Materials,Gold
MAP.AX,MICROBA FPO [MAP],125398560,Healthcare,Diagnostics & Research
MAQ.AX,MAQ TECH FPO [MAQ],2280456960,Technology,Information Technology Services
MAT.AX,MATSA RES FPO [MAT],27303652,Basic Materials,Gold
MAU.AX,MAGNET RES FPO [MAU],292103296,Basic Materials,Other Industrial Metals & Mining
MAUCA.AX,MAGNET RES CTG [MAUCA],292103008,Basic Materials,Other Industrial Metals & Mining
MAY.AX,MELBANA FPO [MAY],87625200,Energy,Oil & Gas E&P
MBH.AX,MAGGIEBEER FPO [MBH],20543020,Consumer Defensive,Packaged Foods
MBK.AX,METAL BANK FPO [MBK],7461885,Basic Materials,Gold
MBX.AX,"MBX.AX,0P0001O8MY,0",N/A,N/A,N/A
MCA.AX,MURRAY COD FPO [MCA],142794912,Consumer Defensive,Farm Products
MCE.AX,MATRIX CE FPO [MCE],49238420,Industrials,Engineering & Construction
MCM.AX,MCMINING FPO [MCM],54753228,Energy,Thermal Coal
MCO.AX,MYECO FPO [MCO],13125420,Consumer Cyclical,Packaging & Containers
MCP.AX,MCPHERSON FPO [MCP],48222912,Consumer Defensive,Household & Personal Products
MCY.AX,MERCURY NZ FPO NZX [MCY],7438517248,Utilities,Utilities - Renewable
MDC.AX,"MDC.AX,0P000162ZQ,0",N/A,N/A,N/A
MDI.AX,MIDDLE ISL FPO [MDI],3277116,Basic Materials,Gold
MDR.AX,MEDADVISOR FPO [MDR],118656568,Healthcare,Health Information Services
MDX.AX,MINDAX FPO [MDX],86048760,Basic Materials,Gold
MEC.AX,MORPHICEEF FPO [MEC],37405368,Financial,Asset Management
MEG.AX,MEG FPO [MEG],6295245,Basic Materials,Other Industrial Metals & Mining
MEI.AX,METEORIC FPO [MEI],202651680,Basic Materials,Other Industrial Metals & Mining
MEK.AX,MEEKAMET FPO [MEK],247574000,Basic Materials,Gold
MEL.AX,METGASCO FPO [MEL],5830360,Energy,Oil & Gas E&P
MEM.AX,MEMPHASYS FPO [MEM],15939090,Healthcare,Biotechnology
MEU.AX,MARMOTA FPO [MEU],51069256,Basic Materials,Other Industrial Metals & Mining
MEZ.AX,MERIDIAN FPO NZX [MEZ],13817597952,Utilities,Utilities - Renewable
MFD.AX,MAYFIELD FPO [MFD],33186824,Consumer Cyclical,Personal Services
MFF.AX,MFFCAPITAL FPO [MFF],2708671744,Financial Services,Asset Management
MFG.AX,MAG FINC FPO [MFG],1941563392,Financial Services,Asset Management
MGA.AX,METALSGROV FPO [MGA],5376420,Basic Materials,Other Industrial Metals & Mining
MGH.AX,MAAS GROUP FPO [MGH],1669739776,Industrials,Engineering & Construction
MGL.AX,MAGONTEC FPO [MGL],18318074,Basic Materials,Other Industrial Metals & Mining
MGR.AX,MIRVAC GRP STAPLED [MGR],7378758144,Real Estate,REIT - Diversified
MGT.AX,MAGNETITE FPO [MGT],14418875,Basic Materials,Other Industrial Metals & Mining
MGU.AX,MAG MINING FPO [MGU],8902971,Basic Materials,Other Industrial Metals & Mining
MGX.AX,MT GIBSON FPO [MGX],355448416,Basic Materials,Steel
MHC.AX,MANHATTAN FPO [MHC],5872475,Basic Materials,Other Precious Metals & Mining
MHI.AX,MERCHANT FPO 1C [MHI],15082639,Consumer Cyclical,Footwear & Accessories
MHJ.AX,MICHAELHLL FPO [MHJ],223156736,Consumer Cyclical,Luxury Goods
MHK.AX,METALHAWK FPO [MHK],33861000,Basic Materials,Other Industrial Metals & Mining
MHM.AX,MOUNT HOPE FPO [MHM],7862500,N/A,N/A
MI6.AX,MINERAL260 FPO [MI6],30419998,Basic Materials,Other Precious Metals & Mining
MIN.AX,MINERALRES FPO [MIN],6760253952,Basic Materials,Other Industrial Metals & Mining
MIO.AX,MACARTHURM FPO [MIO],10182966,Basic Materials,Other Industrial Metals & Mining
MIR.AX,MIRRABOOKA FPO [MIR],664358912,Financial Services,Asset Management
MKG.AX,MAKO FPO [MKG],12826047,Basic Materials,Gold
MKL.AX,MIGHTYKING FPO [MKL],1728504,Communication Services,Electronic Gaming & Multimedia
MKR.AX,MANUKARES FPO [MKR],21079968,Basic Materials,Other Precious Metals & Mining
MKT.AX,THEMRKTLTD FPO [MKT],40121624,Communication Services,Internet Content & Information
MLG.AX,MLGOZLTD FPO [MLG],85619024,Basic Materials,Other Industrial Metals & Mining
MLS.AX,METALS AUS FPO [MLS],15998839,Basic Materials,Other Industrial Metals & Mining
MLX.AX,METALS X FPO [MLX],381512352,Basic Materials,Other Industrial Metals & Mining
MM1.AX,MIDAS FPO [MM1],9156000,Basic Materials,Other Precious Metals & Mining
MM8.AX,MED METALS FPO [MM8],57318240,Basic Materials,Other Precious Metals & Mining
MMA.AX,MARONAN FPO [MMA],48300716,Basic Materials,Other Precious Metals & Mining
MME.AX,MONEYME FPO [MME],164015984,Financial Services,Credit Services
MMI.AX,METROMININ FPO [MMI],340024192,Basic Materials,Other Industrial Metals & Mining
MML.AX,MCLARENTI FPO [MML],3850405,N/A,N/A
MMR.AX,MEC RES FPO [MMR],7327240,Energy,Oil & Gas E&P
MMS.AX,MCMILLAN FPO [MMS],1087127168,Industrials,Staffing & Employment Services
MNB.AX,MINBOS RES FPO [MNB],53352748,Basic Materials,Agricultural Inputs
MNC.AX,MERINOCO FPO [MNC],16230852,N/A,N/A
MND.AX,MONADEL FPO [MND],1438666496,Industrials,Engineering & Construction
MNS.AX,"MNS.AX,0P00006Y89,0",N/A,N/A,N/A
MOH.AX,MOHO RES FPO [MOH],3582375,Basic Materials,Other Precious Metals & Mining
MOM.AX,MOABMIN FPO [MOM],4701000,Basic Materials,Other Industrial Metals & Mining
MOT.AX,METINCOME UNITS [MOT],707607296,Financial,Asset Management
MOV.AX,MOVE LOGIS FPO NZX [MOV],22332450,Industrials,Integrated Freight & Logistics
MOZ.AX,MOSAIC FPO [MOZ],6426215,Consumer Cyclical,Apparel Retail
MP1.AX,MEGAPORT FPO [MP1],1093764352,Technology,Software - Infrastructure
MPA.AX,MAD PAWS FPO [MPA],32499358,Consumer Cyclical,Personal Services
MPK.AX,MANY PEAKS FPO [MPK],15482662,Basic Materials,Other Precious Metals & Mining
MPL.AX,MEDIBANK FPO [MPL],10465199104,Financial Services,Insurance - Specialty
MPP.AX,METROPERF FPO NZX [MPP],12976460,Industrials,Building Products & Equipment
MPR.AX,MPOWER FPO [MPR],2749624,Technology,Solar
MPX.AX,MUSTERA FPO [MPX],38021100,Real Estate,Real Estate - Development
MQG.AX,MACQ GROUP FPO [MQG],89050382336,Financial Services,Capital Markets
MQR.AX,MARQUEE FPO [MQR],5829376,Basic Materials,Other Industrial Metals & Mining
MRC.AX,MIN.COMMOD FPO [MRC],25596300,Basic Materials,Other Industrial Metals & Mining
MRD.AX,MOUNT RID FPO [MRD],2335467,Basic Materials,Other Industrial Metals & Mining
MRE.AX,METREALEST STAPLED [MRE],N/A,N/A,N/A
MRI.AX,"MRI.AX,0P0001O3V5,0",N/A,N/A,N/A
MRL.AX,MAYUR CDI 1:1 [MRL],119262080,Basic Materials,Other Industrial Metals & Mining
MRQ.AX,MRG METALS FPO [MRQ],10906081,Basic Materials,Other Industrial Metals & Mining
MRR.AX,MINREXRES FPO [MRR],8678961,Basic Materials,Other Industrial Metals & Mining
MRZ.AX,MONT ROYAL FPO [MRZ],3146102,Basic Materials,Gold
MSB.AX,MESOBLAST FPO [MSB],3229476608,Healthcare,Biotechnology
MSG.AX,MCSSERVICE FPO [MSG],594300,Industrials,Security & Protection Services
MSI.AX,MULTISTACK FPO [MSI],817824,Industrials,Specialty Industrial Machinery
MSV.AX,MITCH SERV FPO [MSV],72409456,Basic Materials,Other Industrial Metals & Mining
MTB.AX,MT BURGESS FPO [MTB],2037227,Basic Materials,Other Industrial Metals & Mining
MTC.AX,METALSTECH FPO [MTC],28643156,Basic Materials,Other Industrial Metals & Mining
MTH.AX,MITHRIL FPO [MTH],61667080,Basic Materials,Other Industrial Metals & Mining
MTL.AX,MANTLEMINE FPO [MTL],6197450,Basic Materials,Other Industrial Metals & Mining
MTM.AX,MTM CRITIC FPO [MTM],128333240,Basic Materials,Other Precious Metals & Mining
MTO.AX,MOTORCYCLE FPO [MTO],139125056,Consumer Cyclical,Auto & Truck Dealerships
MTS.AX,METCASHLTD FPO [MTS],3380946688,Consumer Defensive,Food Distribution
MVF.AX,MONASH IVF FPO [MVF],483147424,Healthcare,Diagnostics & Research
MVL.AX,MARVELGOLD FPO [MVL],7774118,Basic Materials,Gold
MVP.AX,MEDICALDEV FPO [MVP],49569520,Healthcare,Drug Manufacturers - Specialty & Generic
MWY.AX,MIDWAY FPO [MWY],107860208,Basic Materials,Lumber & Wood Production
MX1.AX,MICRO-X FPO [MX1],48448760,Healthcare,Medical Devices
MXI.AX,MAXIPARTS FPO [MXI],105101160,Consumer Cyclical,Auto Parts
MXO.AX,MOTIO FPO [MXO],9469103,Communication Services,Advertising Agencies
MXR.AX,MAXIMUS FPO [MXR],26103608,Basic Materials,Other Precious Metals & Mining
MXT.AX,METMASTER UNITS [MXT],2221063936,Financial Services,Asset Management
MYE.AX,MASTERMYNE FPO [MYE],52577088,Energy,Thermal Coal
MYG.AX,MAYFGROUP FPO [MYG],74251888,Technology,Communication Equipment
MYR.AX,MYER FPO [MYR],959002752,Consumer Cyclical,Department Stores
MYS.AX,MYSTATE FPO [MYS],485930368,Financial Services,Banks - Regional
MYX.AX,M PHARMA FPO [MYX],370480832,Healthcare,Drug Manufacturers - General
N1H.AX,N1HOLDINGS FPO [N1H],10566672,Financial Services,Mortgage Finance
NAB.AX,NAT. BANK FPO [NAB],116635910144,Financial Services,Banks - Diversified
NAC.AX,NAOS EX-50 FPO [NAC],18851078,Financial Services,Asset Management
NAE.AX,NEW AGE FPO [NAE],6431700,Basic Materials,Other Industrial Metals & Mining
NAG.AX,NAGAMBIE FPO [NAG],15262738,Basic Materials,Gold
NAN.AX,NANOSONICS FPO [NAN],944034240,Healthcare,Medical Instruments & Supplies
NC1.AX,NICORES FPO [NC1],10397845,Basic Materials,Other Industrial Metals & Mining
NC6.AX,NANOLLOSE FPO [NC6],3743114,Consumer Cyclical,Textile Manufacturing
NCC.AX,NAOS EMERG FPO [NCC],25829860,Financial Services,Asset Management
NCK.AX,NICK SCALI FPO [NCK],1290658304,Consumer Cyclical,Specialty Retail
NCR.AX,"NCR.AX,0P00006WYH,0",N/A,N/A,N/A
NDO.AX,NIDO EDU FPO [NDO],176754240,Consumer Defensive,Education & Training Services
NEC.AX,NINE ENT FPO [NEC],2045630336,Communication Services,Entertainment
NEM.AX,NEWMONT CDI 1:1 [NEM],72542035968,Basic Materials,Gold
NES.AX,NELSON RES FPO [NES],6515790,Basic Materials,Gold
NET.AX,"NET.AX,0P0000PVPL,0",N/A,N/A,N/A
NEU.AX,NEUREN FPO NZ [NEU],1549086080,Healthcare,Biotechnology
NFL.AX,NORFOLK FPO [NFL],4091590,Basic Materials,Other Precious Metals & Mining
NFM.AX,NEWFRONT FPO [NFM],29074800,Basic Materials,Copper
NGE.AX,NGECAPITAL FPO [NGE],37911920,Financial Services,Asset Management
NGI.AX,NAV GLOBAL FPO FORUS [NGI],779225664,Financial Services,Asset Management
NGS.AX,NGSLTD FPO [NGS],5815485,Consumer Defensive,Packaged Foods
NGX.AX,NGXLIMITED FPO [NGX],15857065,Basic Materials,Other Industrial Metals & Mining
NGY.AX,NUENERGY FPO [NGY],33833488,Energy,Oil & Gas E&P
NH3.AX,NH3CLEAN FPO [NH3],10992100,Basic Materials,Other Industrial Metals & Mining
NHC.AX,NEW HOPE FPO [NHC],4099874560,Energy,Thermal Coal
NHE.AX,NOBLHELIUM FPO [NHE],25959106,Basic Materials,Specialty Chemicals
NHF.AX,NIBHOLDING FPO [NHF],2664030720,Financial Services,Insurance - Specialty
NIC.AX,NICKLINDUS FPO [NIC],3453296896,Basic Materials,Other Industrial Metals & Mining
NIM.AX,NIMYRES FPO [NIM],17504586,Basic Materials,Other Industrial Metals & Mining
NME.AX,NEX METALS FPO [NME],9529731,Basic Materials,Gold
NMG.AX,NEWMURCH FPO [NMG],74292000,Basic Materials,Other Industrial Metals & Mining
NMR.AX,NATIVE MIN FPO [NMR],19398640,Basic Materials,Other Industrial Metals & Mining
NMT.AX,NEOMETALS FPO [NMT],63092852,Industrials,Waste Management
NNG.AX,"NNG.AX,0P0001LIXF,0",N/A,N/A,N/A
NNL.AX,NORDICRESO FPO [NNL],10316880,Basic Materials,Other Industrial Metals & Mining
NOL.AX,NOBLEOAK FPO [NOL],139372912,Financial Services,Insurance - Life
NOR.AX,NORWOOD FPO [NOR],14785295,Communication Services,Telecom Services
NOU.AX,NOUMI LTD FPO [NOU],47125696,Consumer Defensive,Packaged Foods
NOV.AX,NOVATTI FPO [NOV],17307074,Technology,Software - Infrastructure
NOX.AX,NOXOPHARM FPO [NOX],24255754,Healthcare,Biotechnology
NPM.AX,NEWPEAK FPO [NPM],4186936,Basic Materials,Gold
NRX.AX,NORONEXLTD FPO [NRX],6495931,Basic Materials,Copper
NRZ.AX,NEURIZER FPO [NRZ],5929720,Basic Materials,Agricultural Inputs
NSB.AX,NEUROSCIEN FPO [NSB],4771964,Healthcare,Biotechnology
NSC.AX,NAO SMLCAP FPO [NSC],54621940,Financial Services,Asset Management
NSM.AX,NORTHSTAW FPO [NSM],4362832,Basic Materials,Gold
NSR.AX,NSREIT STAPLED [NSR],3274865664,Real Estate,REIT - Industrial
NST.AX,NTH STAR FPO [NST],18962708480,Basic Materials,Gold
NSX.AX,NSX LTD FPO [NSX],10071182,Financial Services,Financial Data & Stock Exchanges
NTD.AX,NTAWHOLDNG FPO [NTD],36057220,Consumer Cyclical,Auto Parts
NTI.AX,NEUROTECH FPO [NTI],53148120,Healthcare,Medical Devices
NTM.AX,NTMIN FPO [NTM],4843600,Basic Materials,Copper
NTU.AX,NTH MINS FPO [NTU],166061008,Basic Materials,Other Industrial Metals & Mining
NUC.AX,NUCHEV FPO [NUC],16828986,Consumer Defensive,Packaged Foods
NUF.AX,NUFARM FPO [NUF],1355430528,Basic Materials,Agricultural Inputs
NUH.AX,"NUH.AX,0P0000N45B,0",N/A,N/A,N/A
NUZ.AX,NEURITHERA FPO [NUZ],83692016,Healthcare,Biotechnology
NVA.AX,NOVA MIN FPO [NVA],103023376,Basic Materials,Other Industrial Metals & Mining
NVO.AX,NOVO RES CDI 1:1 [NVO],35734348,Basic Materials,Gold
NVQ.AX,NOVIQTECH FPO [NVQ],23026702,Technology,Software - Application
NVU.AX,NANOVEU FPO [NVU],17366562,Technology,Software - Application
NVX.AX,NOVONIX FPO [NVX],406078528,Industrials,Electrical Equipment & Parts
NWC.AX,NEWWORLDR FPO [NWC],53965320,Basic Materials,Other Industrial Metals & Mining
NWF.AX,NEWFIELD FPO [NWF],83722568,Basic Materials,Other Precious Metals & Mining
NWH.AX,NRWHOLDLTD FPO [NWH],1741901440,Industrials,Engineering & Construction
NWL.AX,NETWEALTH FPO [NWL],7436386304,Technology,Software - Application
NWM.AX,NORWESTMIN FPO [NWM],8247040,Basic Materials,Gold
NWS.AX,NEWS CORP B VOTING [NWS],25912342528,Communication Services,Entertainment
NWSLV.AX,NEWS CORP A NONVOTE [NWSLV],25912360960,N/A,N/A
NXD.AX,NEXTEDLIM FPO [NXD],29850662,Consumer Defensive,Education & Training Services
NXG.AX,NEXGEN CDI 1:1 [NXG],6268831232,Energy,Uranium
NXL.AX,NUIX LTD FPO [NXL],1924866048,Technology,Software - Application
NXM.AX,NEXUS MINS FPO [NXM],22937174,Basic Materials,Gold
NXS.AX,NEXTSCIENC FPO [NXS],30676800,Healthcare,Drug Manufacturers - Specialty & Generic
NXT.AX,NEXTDC FPO [NXT],9875681280,Technology,Information Technology Services
NYM.AX,NARRYER FPO [NYM],9330915,Basic Materials,Other Industrial Metals & Mining
NYR.AX,NYRADA CDI FORUS [NYR],18930060,Healthcare,Biotechnology
NZK.AX,NZKSALMON FPO NZX [NZK],110327312,Consumer Defensive,Farm Products
NZM.AX,NZME LTD FPO NZX [NZM],183128240,Communication Services,Entertainment
NZS.AX,"NZS.AX,0P0000A1OE,0",N/A,N/A,N/A
OAK.AX,OAKRIDGE FPO [OAK],1484884,Healthcare,Health Information Services
OB1.AX,ORBMINCO FPO [OB1],4333180,Basic Materials,Other Industrial Metals & Mining
OBL.AX,OMNIBRIDGE FPO FORUS [OBL],438005184,Financial Services,Credit Services
OBM.AX,ORABANDA FPO [OBM],1410585088,Basic Materials,Gold
OCA.AX,OCEA HEALT FPO NZX [OCA],492477056,Healthcare,Medical Care Facilities
OCC.AX,ORTHOCELL FPO [OCC],340378272,Healthcare,Biotechnology
OCL.AX,OBJECTIVE FPO [OCL],1527282816,Technology,Software - Application
OCN.AX,OCEANLITHI FPO [OCN],3987384,Basic Materials,Other Industrial Metals & Mining
OCT.AX,OCTAVAMIN FPO [OCT],8236256,Basic Materials,Other Precious Metals & Mining
OD6.AX,OD6METALS FPO [OD6],7335330,Basic Materials,Other Industrial Metals & Mining
ODA.AX,ORCODA LIM FPO [ODA],18772270,Industrials,Integrated Freight & Logistics
ODE.AX,ODESSAMIN FPO [ODE],9597180,Basic Materials,Other Precious Metals & Mining
ODY.AX,ODYSSEYGL FPO [ODY],16179677,Basic Materials,Gold
OEC.AX,ORBITAL FPO [OEC],18074760,Industrials,Aerospace & Defense
OEL.AX,OTTOENERGY FPO [OEL],52745112,Energy,Oil & Gas E&P
OEQ.AX,ORION EQ FPO [OEQ],2347380,Financial Services,Asset Management
OFX.AX,OZFOREX FPO [OFX],318333280,Financial Services,Capital Markets
OIL.AX,OPTISCAN FPO [OIL],133654552,Technology,Scientific & Technical Instruments
OKJ.AX,OAKAJEE FPO [OKJ],731568,Basic Materials,Other Industrial Metals & Mining
OLH.AX,OLDFIELD H FPO [OLH],13848835,Industrials,Building Products & Equipment
OLI.AX,OLIVERS FPO [OLI],4866588,Consumer Cyclical,Restaurants
OLL.AX,OPENLEARN FPO [OLL],10618850,Technology,Software - Application
OLY.AX,OLYMPIOMET FPO [OLY],3392083,Basic Materials,Other Industrial Metals & Mining
OM1.AX,"OM1.AX,0P0001OLVZ,0",N/A,N/A,N/A
OMA.AX,OMEGAOIL FPO [OMA],104071496,Energy,Oil & Gas E&P
OMH.AX,OM HLDNGS FPO 10C [OMH],275985024,Basic Materials,Other Industrial Metals & Mining
OML.AX,OOHMEDIA FPO [OML],638455424,Communication Services,Advertising Agencies
OMX.AX,ORANGE FPO [OMX],3221958,Basic Materials,Other Precious Metals & Mining
ONE.AX,ONEVIEW CDI 1:1 [ONE],228247952,Healthcare,Health Information Services
OPH.AX,OPHIR HCF UNITS [OPH],663342016,Financial Services,Asset Management
OPL.AX,OPYLLIMITD FPO [OPL],2894520,Healthcare,Health Information Services
OPN.AX,"OPN.AX,0P0001MYUG,0",N/A,N/A,N/A
OPT.AX,OPTHEA FPO [OPT],923317504,Healthcare,Biotechnology
ORA.AX,ORORA FPO [ORA],3278140160,Consumer Cyclical,Packaging & Containers
ORD.AX,ORDELL MIN FPO [ORD],18771000,N/A,N/A
ORG.AX,ORIGIN ENE FPO [ORG],19088068608,Utilities,Utilities - Diversified
ORI.AX,ORICA FPO [ORI],8241274368,Basic Materials,Specialty Chemicals
ORN.AX,ORION MIN FPO [ORN],95735928,Basic Materials,Other Industrial Metals & Mining
